loan_id,business_id,lender_name,loan_type,loan_amount,emi_amount,due_date,interest_rate,outstanding_amount,missed_payment_count,loan_status
865,49,SBI,invoice financing,1533384.0,63614.14,2026-06-05,16.45,1303843.76,0,active
866,7,SBI,business expansion loan,4790874.01,209174.88,2025-06-29,19.06,1625635.91,0,active
867,2,SBI,working capital loan,4504907.36,155807.23,2025-12-07,8.17,1842783.06,0,active
868,15,HDFC Bank,invoice financing,1924734.79,71108.26,2026-11-01,11.0,1177460.54,1,active
869,31,Axis Bank,invoice financing,9015183.9,322017.36,2025-10-16,9.53,2952636.18,1,active
870,50,Axis Bank,overdraft,688180.65,25625.17,2026-06-02,11.35,114336.04,1,active
871,8,NBFC,invoice financing,5486994.84,224113.26,2025-05-11,15.68,946734.39,0,active
872,50,NBFC,machinery loan,2272356.81,100330.87,2025-11-10,19.65,1769414.51,0,active
873,14,Kotak,vehicle loan,1655076.55,60456.27,2026-06-17,10.5,1353292.01,1,active
874,15,SBI,working capital loan,1094669.49,47803.61,2025-06-12,19.07,947262.23,1,active
875,47,ICICI Bank,machinery loan,5486407.2,243245.96,2026-09-12,19.87,1477978.3,0,active
876,17,SBI,invoice financing,9649685.36,385612.15,2026-12-10,14.62,7297030.3,10,overdue
877,29,HDFC Bank,overdraft,2373996.71,83076.7,2026-07-30,8.66,435318.77,2,active
878,40,Axis Bank,working capital loan,2754807.07,105447.89,2026-05-31,12.6,2292077.13,0,active
879,4,NBFC,working capital loan,4580342.05,186776.17,2026-04-10,15.6,1634647.47,0,active
880,6,HDFC Bank,working capital loan,8475665.3,319485.49,2026-05-03,11.9,7269978.06,0,active
881,41,NBFC,business expansion loan,647449.44,24178.64,2025-06-03,11.48,138403.74,0,active
882,44,ICICI Bank,machinery loan,2112155.58,73544.08,2026-12-10,8.45,1765982.09,5,overdue
883,41,Axis Bank,machinery loan,5812003.71,234482.06,2026-05-28,15.08,2298999.24,0,active
884,22,Axis Bank,business expansion loan,9706033.67,406628.89,2026-01-07,16.94,8496457.8,2,active
885,38,Kotak,machinery loan,5224290.01,219565.3,2027-02-04,17.1,3325318.9,0,active
886,7,NBFC,working capital loan,1332725.68,50091.98,2025-04-18,11.77,1142625.24,5,overdue
887,38,Kotak,overdraft,3754350.06,134697.74,2026-08-26,9.72,1901743.32,0,active
888,49,Axis Bank,working capital loan,2275442.79,93849.37,2026-04-06,16.16,772761.02,0,active
889,1,Axis Bank,business expansion loan,2776341.36,102894.3,2026-09-07,11.14,1393602.32,1,active
890,15,Axis Bank,invoice financing,4226639.7,175100.29,2026-08-02,16.38,3786410.45,0,active
891,38,Kotak,invoice financing,8354508.66,350912.57,2026-02-22,17.07,2109156.55,0,active
892,14,Axis Bank,business expansion loan,6849287.98,303271.25,2026-11-20,19.8,1936811.66,0,active
893,5,SBI,working capital loan,6495288.3,247434.4,2026-01-24,12.38,4140015.7,1,active
894,39,Axis Bank,machinery loan,3701960.95,157991.47,2026-08-28,17.88,387528.07,0,active
895,33,Kotak,invoice financing,1207241.34,51059.6,2027-02-12,17.42,1017399.18,0,active
896,36,HDFC Bank,business expansion loan,8185960.03,354474.81,2026-01-16,18.63,6494114.51,1,active
897,14,Kotak,overdraft,9079954.14,355278.43,2026-04-11,13.62,6855267.67,0,active
898,47,NBFC,invoice financing,7353919.08,258817.1,2026-05-10,8.9,6414845.69,0,active
899,22,ICICI Bank,working capital loan,7069842.97,246580.41,2025-05-14,8.52,4410398.22,0,active
900,49,NBFC,machinery loan,9103054.04,339417.48,2026-12-06,11.41,951032.9,0,active
901,5,NBFC,overdraft,5405719.28,191287.38,2026-11-10,9.13,3483701.89,0,active
902,44,Kotak,invoice financing,6563217.87,279556.62,2026-09-09,17.78,1880363.31,0,active
903,38,HDFC Bank,vehicle loan,4729650.26,165708.55,2026-01-17,8.71,2506347.04,1,active
904,5,SBI,working capital loan,6174285.03,216168.58,2026-07-24,8.68,657072.24,2,active
905,10,ICICI Bank,working capital loan,8513302.08,291533.3,2027-02-27,7.76,3024896.48,8,overdue
906,27,HDFC Bank,working capital loan,8381033.32,337010.66,2025-10-27,14.92,5931634.63,0,active
907,48,Axis Bank,business expansion loan,1887708.05,63510.89,2025-09-12,7.04,1279278.25,2,active
908,22,SBI,business expansion loan,3722944.52,136642.41,2027-01-29,10.71,812976.29,0,active
909,28,HDFC Bank,invoice financing,3780888.87,153168.01,2025-06-16,15.28,2113269.66,0,active
910,35,SBI,overdraft,8029198.8,343002.91,2025-12-21,17.93,4988237.51,0,active
911,12,Axis Bank,overdraft,9595639.95,375456.07,2026-07-26,13.62,5989557.86,0,active
912,33,SBI,vehicle loan,2857210.42,97176.9,2025-12-25,7.48,2553386.36,0,active
913,3,NBFC,working capital loan,4210681.86,151140.09,2027-01-28,9.74,1245283.51,0,active
914,24,Axis Bank,working capital loan,6642362.74,244069.93,2026-04-30,10.76,2502867.75,2,active
915,5,Kotak,working capital loan,7381426.97,282667.64,2026-05-04,12.62,4562543.7,0,active
916,35,Axis Bank,working capital loan,6432597.99,268632.44,2025-07-25,16.78,1691674.39,0,active
917,46,HDFC Bank,vehicle loan,3791641.74,141533.56,2027-03-13,11.46,1286341.61,0,active
918,28,HDFC Bank,business expansion loan,8966472.23,336267.62,2026-06-12,11.67,3329324.46,0,active
919,15,SBI,overdraft,8954386.64,361856.71,2026-01-13,15.16,2180420.58,0,active
920,7,Axis Bank,overdraft,2556841.15,108310.63,2026-01-01,17.5,1714545.01,2,active
921,16,NBFC,overdraft,1882918.09,64620.7,2027-03-24,7.85,1251769.59,0,active
922,50,ICICI Bank,overdraft,3581560.0,138437.24,2027-04-01,13.05,2649322.06,1,active
923,36,SBI,working capital loan,3615533.16,152314.38,2025-09-06,17.22,2700964.36,0,active
924,6,HDFC Bank,invoice financing,2875851.22,99081.06,2026-03-23,8.01,1043848.64,0,active
925,28,Kotak,invoice financing,2425183.91,98550.04,2026-12-27,15.43,2121193.76,0,active
926,8,SBI,working capital loan,9672961.62,422171.04,2026-10-19,19.04,7046051.16,2,active
927,20,Kotak,overdraft,4269321.37,185229.25,2025-05-26,18.73,2048640.77,0,active
928,9,HDFC Bank,invoice financing,1055588.89,41857.03,2027-03-16,14.25,323553.7,2,active
929,14,SBI,invoice financing,4956079.56,169924.69,2026-06-08,7.81,595917.77,0,active
930,25,Axis Bank,invoice financing,6135518.22,226059.76,2026-01-22,10.88,2915282.84,0,active
931,30,HDFC Bank,machinery loan,2213468.09,78621.16,2026-12-29,9.29,469507.53,0,active
932,49,Axis Bank,vehicle loan,743650.88,30051.76,2026-04-29,15.16,185327.79,0,active
933,32,Kotak,business expansion loan,7970080.32,295047.95,2025-04-14,11.09,7130604.24,2,active
934,45,NBFC,machinery loan,5795142.3,239065.72,2025-10-06,16.17,1763117.22,0,active
935,21,NBFC,business expansion loan,7726679.69,269682.58,2026-08-04,8.55,6150925.96,2,active
936,16,SBI,invoice financing,4453796.11,193492.7,2027-03-28,18.8,1792801.29,0,active
937,13,Kotak,invoice financing,6089781.66,215138.45,2025-05-08,9.06,5365796.18,0,active
938,47,SBI,machinery loan,9092188.11,330374.76,2025-05-21,10.27,6839604.09,2,active
939,8,HDFC Bank,working capital loan,1093770.58,47582.06,2026-09-16,18.87,398485.99,0,active
940,36,HDFC Bank,business expansion loan,3338122.19,119931.31,2025-04-22,9.78,1180538.75,2,active
941,8,Kotak,working capital loan,7291962.64,289997.3,2026-02-02,14.39,5710206.87,0,active
942,18,SBI,machinery loan,2979316.55,108033.33,2026-07-12,10.18,2396942.48,1,active
943,3,HDFC Bank,vehicle loan,2953226.25,131180.67,2026-05-28,19.97,2033827.28,0,active
944,19,Kotak,invoice financing,6366447.63,279239.47,2026-06-30,19.3,5651102.56,5,overdue
945,3,Kotak,business expansion loan,2842425.84,114912.96,2025-12-07,15.18,2134979.07,0,active
946,22,Kotak,vehicle loan,8293830.07,289685.05,2025-05-05,8.58,1312531.75,0,active
947,9,Kotak,invoice financing,3925089.66,154005.25,2026-01-18,13.75,2666482.79,0,active
948,41,HDFC Bank,invoice financing,5738503.57,233859.96,2026-07-21,15.57,1954893.06,0,active
949,49,SBI,business expansion loan,3061460.96,112211.05,2026-11-26,10.65,1155340.75,5,overdue
950,5,NBFC,business expansion loan,9979705.11,384911.68,2027-02-12,12.95,7341665.86,0,active
951,27,SBI,business expansion loan,8057961.23,314618.62,2026-01-28,13.52,1905982.7,8,overdue
952,50,Axis Bank,working capital loan,7538605.21,282781.46,2026-11-16,11.68,1276272.97,0,active
953,15,Kotak,invoice financing,9228188.52,321474.2,2026-12-12,8.47,7783689.47,0,active
954,34,Kotak,invoice financing,964842.58,35219.43,2025-11-01,10.47,249477.35,0,active
955,12,Kotak,business expansion loan,2478011.46,86406.88,2025-12-24,8.51,1142072.41,2,active
956,49,ICICI Bank,working capital loan,3451181.29,119621.78,2026-04-04,8.26,2572913.1,5,overdue
957,25,ICICI Bank,working capital loan,7844353.81,332557.02,2025-07-21,17.54,824149.93,0,active
958,39,SBI,overdraft,7767266.84,287669.36,2026-12-08,11.11,2821370.88,0,active
959,25,ICICI Bank,working capital loan,1658705.67,69338.5,2026-02-23,16.83,865080.64,0,active
960,31,ICICI Bank,working capital loan,7870552.18,291166.71,2025-04-18,11.06,4112962.35,0,active
961,23,SBI,vehicle loan,9111585.85,344215.47,2026-10-15,12.0,1712744.72,8,overdue
962,18,ICICI Bank,vehicle loan,1615796.22,63949.62,2026-03-28,14.16,816817.87,0,active
963,26,Kotak,machinery loan,6556897.42,284314.36,2025-09-25,18.7,4718221.13,5,overdue
964,21,NBFC,working capital loan,5228151.34,205655.14,2026-07-05,13.87,4532558.16,0,active
965,15,Axis Bank,working capital loan,5840431.53,201413.77,2026-02-09,8.05,4260992.22,8,overdue
966,24,Kotak,vehicle loan,2376759.65,89075.67,2026-09-21,11.64,1529465.59,0,active
967,17,Axis Bank,invoice financing,6883308.54,294051.12,2026-08-18,17.93,5537207.75,0,active
968,3,Kotak,invoice financing,877103.68,38660.78,2026-08-30,19.56,547796.21,2,active
969,22,SBI,business expansion loan,5879176.23,233125.67,2027-02-12,14.25,2306989.15,0,active
970,42,NBFC,business expansion loan,9681565.26,330571.67,2026-03-14,7.64,2686048.2,1,active
971,34,HDFC Bank,business expansion loan,4161068.16,167980.01,2026-08-17,15.11,1953155.86,0,active
972,23,SBI,overdraft,3230212.53,134224.3,2025-04-19,16.53,1499213.68,1,active
973,29,HDFC Bank,overdraft,6714938.16,257536.53,2027-03-15,12.69,890167.28,0,active
974,46,HDFC Bank,overdraft,3521504.53,127869.74,2026-07-22,10.24,2479154.59,0,active
975,30,Kotak,working capital loan,6290935.22,242375.75,2027-01-31,12.9,4196269.84,0,active
976,48,NBFC,invoice financing,8278536.82,349515.23,2027-02-25,17.33,936023.72,0,active
977,11,ICICI Bank,machinery loan,7825272.68,288774.3,2026-07-27,10.95,1027444.18,0,active
978,32,Axis Bank,overdraft,4417890.9,178163.72,2026-06-04,15.06,2264839.33,2,active
979,2,Kotak,business expansion loan,6121399.53,215898.36,2026-07-04,8.99,4402868.81,2,active
980,11,Axis Bank,overdraft,7189955.89,245197.47,2027-02-23,7.59,3640839.01,0,active
981,1,Kotak,overdraft,2679449.17,102027.47,2026-09-14,12.36,777463.17,0,active
982,25,Kotak,vehicle loan,5661235.17,237268.66,2026-12-10,16.96,2373809.43,0,active
983,49,HDFC Bank,vehicle loan,2458022.18,94661.17,2026-08-24,12.88,909069.47,0,active
984,50,Kotak,machinery loan,9828187.04,374726.93,2025-12-22,12.42,2261259.96,0,active
985,6,NBFC,vehicle loan,4850099.29,165725.2,2025-06-06,7.67,3401207.15,1,active
986,47,NBFC,vehicle loan,1402561.57,49946.78,2026-07-10,9.4,905987.32,0,active
987,36,ICICI Bank,overdraft,6719429.41,246229.76,2025-04-28,10.64,5081923.86,0,active
988,42,Axis Bank,vehicle loan,4941317.86,186877.9,2027-02-14,12.05,4413887.27,0,active
989,50,SBI,business expansion loan,6065784.36,212925.88,2026-04-17,8.79,935233.78,0,active
990,25,HDFC Bank,invoice financing,2480630.77,85754.03,2026-08-10,8.15,1232417.21,8,overdue
991,46,HDFC Bank,business expansion loan,5115415.36,181739.34,2026-12-02,9.3,4490781.31,0,active
992,4,ICICI Bank,business expansion loan,2913940.92,113676.07,2027-02-21,13.48,1829311.65,0,active
993,7,Kotak,working capital loan,7379954.01,291344.18,2026-04-24,14.04,5517112.97,0,active
994,26,HDFC Bank,overdraft,7845349.17,289515.18,2026-02-23,10.95,6473678.25,0,active
995,7,Axis Bank,overdraft,9717752.35,392705.17,2025-04-17,15.16,4093328.93,0,active
996,43,ICICI Bank,working capital loan,8067291.6,295890.33,2027-01-23,10.68,2949565.65,0,active
997,34,SBI,invoice financing,7404208.94,295078.29,2026-04-30,14.49,2437617.31,8,overdue
998,32,SBI,business expansion loan,5457440.64,225725.81,2025-08-01,16.3,1321190.88,2,active
999,10,ICICI Bank,overdraft,1139410.32,45968.88,2026-05-31,15.08,152854.9,0,active
1000,40,SBI,vehicle loan,2072360.82,84989.82,2027-01-27,15.88,272789.73,0,active
1001,12,SBI,working capital loan,4446178.5,178081.8,2026-02-19,14.73,956103.43,2,active
1002,12,Kotak,machinery loan,1325106.07,58827.35,2026-06-30,19.94,570624.53,5,overdue
1003,11,NBFC,vehicle loan,4446795.8,171325.16,2025-06-26,12.9,1184018.87,0,active
1004,46,Axis Bank,vehicle loan,6097283.25,261133.09,2026-01-17,18.06,1399770.34,0,active
1005,11,Kotak,vehicle loan,1625743.77,60617.66,2026-10-25,11.41,1153640.1,0,active
1006,45,SBI,overdraft,2603594.79,111788.24,2025-08-23,18.19,621428.07,10,overdue
1007,34,NBFC,invoice financing,2917178.5,106412.19,2025-09-17,10.44,2144116.15,0,active
1008,13,ICICI Bank,business expansion loan,5668636.76,235216.93,2025-05-06,16.46,970113.76,1,active
1009,47,SBI,business expansion loan,1833134.14,67846.33,2025-09-20,11.08,825639.09,0,active
1010,4,Kotak,machinery loan,6051516.95,233605.36,2027-03-13,12.99,4920450.8,0,active
1011,19,HDFC Bank,business expansion loan,9545004.65,386042.41,2026-06-17,15.2,3634401.47,0,active
1012,11,NBFC,overdraft,5104511.53,192922.18,2025-10-31,12.02,3576753.0,0,active
1013,8,HDFC Bank,business expansion loan,7063155.55,286312.86,2027-03-10,15.31,4585333.09,1,active
1014,32,NBFC,invoice financing,1972297.54,76070.42,2025-05-16,12.95,1406364.69,0,active
1015,31,Axis Bank,machinery loan,6252865.06,271756.46,2025-07-04,18.82,3958768.84,1,active
1016,28,Axis Bank,machinery loan,7725526.63,279428.01,2026-12-22,10.07,4533791.99,5,overdue
1017,1,HDFC Bank,invoice financing,7742304.78,338037.63,2026-08-01,19.06,2396653.71,0,active
1018,13,ICICI Bank,machinery loan,6568393.2,276164.44,2026-10-17,17.12,2176108.1,0,active
1019,27,ICICI Bank,invoice financing,6960496.62,277163.11,2026-04-08,14.45,5538216.52,2,active
1020,3,HDFC Bank,invoice financing,4316061.49,188084.37,2026-07-28,18.96,2338676.63,2,active
1021,35,Axis Bank,overdraft,1676520.43,58976.26,2025-09-25,8.88,800990.11,0,active
1022,7,Axis Bank,invoice financing,3981389.22,164243.36,2026-10-31,16.17,968907.22,0,active
1023,15,ICICI Bank,machinery loan,6157847.64,256080.94,2027-03-01,16.57,4010607.07,2,active
1024,13,Kotak,working capital loan,2813581.67,100382.34,2025-06-27,9.48,1180164.24,0,active
1025,48,Axis Bank,machinery loan,7678099.92,281167.75,2026-05-12,10.61,2565805.86,0,active
1026,40,HDFC Bank,invoice financing,5048511.91,172757.27,2027-01-19,7.73,4235643.81,0,active
1027,45,ICICI Bank,business expansion loan,5371715.5,223881.16,2025-09-12,16.68,3511726.43,0,active
1028,29,SBI,vehicle loan,4631996.5,198879.92,2026-03-20,18.19,3373667.36,1,active
1029,36,HDFC Bank,invoice financing,4767590.38,199258.79,2026-10-09,16.82,2801767.15,2,active
1030,24,Axis Bank,machinery loan,7506882.7,267703.78,2027-03-04,9.46,6387634.04,2,active
1031,36,ICICI Bank,vehicle loan,1256742.56,51006.29,2026-03-29,15.37,670523.99,0,active
1032,43,SBI,invoice financing,3139314.27,110774.19,2026-01-21,9.01,1572608.4,0,active
1033,30,SBI,invoice financing,6947870.86,258190.6,2025-11-21,11.26,5556836.73,0,active
1034,20,HDFC Bank,overdraft,7995151.09,298840.98,2025-09-02,11.52,2130059.37,0,active
1035,22,Axis Bank,vehicle loan,3225263.84,127433.76,2025-08-25,14.08,2782608.85,5,overdue
1036,5,NBFC,machinery loan,4423550.36,183479.04,2025-12-09,16.44,3083610.05,0,active
1037,17,Axis Bank,overdraft,7153061.26,304978.71,2025-12-06,17.83,1027694.61,10,overdue
1038,29,NBFC,machinery loan,6825207.56,258808.08,2026-10-03,12.17,4376408.89,0,active
1039,14,SBI,business expansion loan,3510510.83,122731.36,2027-02-13,8.62,2784656.24,2,active
1040,31,Kotak,invoice financing,1404425.34,58591.85,2026-03-03,16.73,581173.65,8,overdue
1041,24,Axis Bank,invoice financing,9473320.12,381406.39,2027-01-03,14.98,6231535.03,0,active
1042,38,NBFC,vehicle loan,3467091.93,139993.47,2025-06-10,15.12,1125592.81,0,active
1043,16,ICICI Bank,machinery loan,9038789.32,350956.1,2026-08-18,13.26,7993300.42,0,active
1044,1,SBI,overdraft,4687416.32,186689.38,2025-12-07,14.46,747582.24,0,active
1045,37,NBFC,vehicle loan,8136279.2,293267.66,2026-03-08,9.92,3034178.63,0,active
1046,41,HDFC Bank,overdraft,9001123.1,360970.04,2025-08-05,14.79,5930925.48,0,active
1047,32,Kotak,overdraft,3449285.02,151749.38,2027-01-26,19.46,354314.63,5,overdue
1048,45,Axis Bank,business expansion loan,894416.01,30770.4,2026-08-08,7.95,649140.18,0,active
1049,20,NBFC,vehicle loan,3320383.38,139493.0,2026-12-13,17.08,2871188.25,0,active
1050,16,HDFC Bank,overdraft,4938439.28,174916.78,2026-12-12,9.17,1170220.22,2,active
1051,48,Axis Bank,vehicle loan,4348055.78,166941.19,2026-04-10,12.74,1082487.55,10,overdue
1052,15,Axis Bank,invoice financing,5783440.02,254101.86,2026-06-18,19.39,2680112.82,0,active
1053,3,NBFC,machinery loan,4911072.18,177548.9,2026-12-22,10.05,4138530.61,0,active
1054,43,HDFC Bank,business expansion loan,4504738.16,174120.64,2025-04-25,13.05,1371464.4,0,active
1055,20,Axis Bank,invoice financing,4783398.37,209047.8,2025-07-27,19.11,2683265.26,0,active
1056,47,ICICI Bank,business expansion loan,4318808.15,177694.96,2026-09-27,16.04,2369552.55,2,active
1057,17,Axis Bank,overdraft,4077153.57,163946.88,2027-01-13,14.92,2513741.47,0,active
1058,41,SBI,vehicle loan,2790857.12,116898.15,2025-08-01,16.93,762852.07,2,active
1059,20,ICICI Bank,business expansion loan,9747189.73,328020.01,2026-11-27,7.05,7283327.28,0,active
1060,27,SBI,overdraft,2564895.92,105402.97,2025-11-13,15.98,1120120.73,5,overdue
1061,14,SBI,working capital loan,9927477.32,413589.74,2027-03-22,16.66,2215324.4,0,active
1062,36,Axis Bank,machinery loan,8176525.78,282180.99,2025-11-11,8.08,5973081.68,0,active
1063,22,ICICI Bank,working capital loan,3654652.84,145861.26,2025-06-22,14.56,2330591.79,0,active
1064,6,NBFC,machinery loan,2689961.69,94492.38,2025-07-11,8.82,1404719.72,0,active
1065,24,HDFC Bank,business expansion loan,6716087.35,290321.53,2026-08-09,18.54,2732391.52,2,active
1066,37,HDFC Bank,machinery loan,2924947.66,102844.41,2027-03-21,8.86,2141914.21,0,active
1067,45,SBI,invoice financing,1428645.19,60007.07,2027-01-02,17.07,1103234.77,0,active
1068,27,Kotak,overdraft,6028401.58,258735.65,2026-06-02,18.17,3444103.53,0,active
1069,47,ICICI Bank,invoice financing,8993343.02,326108.61,2027-01-28,10.18,6859191.91,2,active
1070,43,SBI,business expansion loan,9795450.6,435190.1,2025-08-16,19.98,7361698.58,0,active
1071,21,SBI,overdraft,3190626.47,115376.6,2025-04-18,10.06,1598435.03,0,active
1072,44,SBI,machinery loan,6014576.93,266662.95,2027-01-25,19.87,1675852.82,0,active
1073,43,SBI,working capital loan,2848187.35,112511.31,2025-07-08,14.07,626676.83,0,active
1074,33,Axis Bank,overdraft,7475346.26,255677.61,2026-02-24,7.71,836795.06,0,active
1075,30,Axis Bank,machinery loan,4355741.39,153152.71,2026-04-30,8.86,3776421.98,2,active
1076,34,HDFC Bank,invoice financing,9226550.41,386310.54,2025-04-17,16.91,6461552.51,0,active
1077,36,NBFC,vehicle loan,3353812.56,141288.67,2026-07-30,17.22,580723.54,0,active
1078,6,ICICI Bank,working capital loan,4586623.13,199530.85,2026-03-09,18.87,2462433.75,0,active
1079,18,ICICI Bank,vehicle loan,1669222.52,70946.59,2025-08-01,17.67,975944.28,2,active
1080,19,HDFC Bank,overdraft,2119482.45,78938.95,2026-11-14,11.36,524980.89,0,active
1081,10,Kotak,vehicle loan,1000097.36,33997.75,2026-11-17,7.46,574968.4,0,active
1082,24,Kotak,machinery loan,5813188.59,196017.49,2026-05-29,7.13,1656303.31,0,active
1083,48,Axis Bank,overdraft,1779915.73,74004.94,2025-04-30,16.56,1101787.08,0,active
1084,50,Kotak,invoice financing,2485458.46,96463.4,2026-01-27,13.24,683928.23,0,active
1085,34,NBFC,invoice financing,2498455.16,88556.36,2026-10-23,9.2,1507133.77,1,active
1086,28,HDFC Bank,machinery loan,7543929.16,323592.65,2025-11-28,18.14,1638662.36,0,active
1087,22,Kotak,vehicle loan,8428596.14,373761.41,2025-09-13,19.88,6705338.0,0,active
1088,43,SBI,overdraft,726102.09,31121.54,2026-04-01,18.1,234977.94,0,active
1089,29,Axis Bank,machinery loan,4646349.73,184860.19,2026-06-14,14.41,2966727.31,0,active
1090,5,ICICI Bank,business expansion loan,9496657.14,404109.14,2025-09-20,17.73,3763439.6,8,overdue
1091,21,HDFC Bank,machinery loan,1743590.69,74296.34,2026-09-02,17.8,1156819.8,0,active
1092,34,SBI,overdraft,1068654.8,38029.27,2026-09-03,9.37,564556.83,5,overdue
1093,45,Kotak,business expansion loan,1982408.67,80441.74,2026-03-13,15.36,1096060.22,1,active
1094,3,Kotak,machinery loan,999492.5,42439.56,2026-09-19,17.62,862661.3,0,active
1095,31,ICICI Bank,machinery loan,4385155.61,165734.52,2026-09-13,12.02,2159429.54,0,active
1096,16,HDFC Bank,machinery loan,7818605.75,275432.11,2026-08-06,8.94,2780376.62,0,active
1097,23,SBI,working capital loan,3194346.01,135981.54,2025-07-16,17.75,1079469.26,0,active
1098,14,Axis Bank,overdraft,3005466.25,121379.09,2026-11-11,15.13,1498547.67,10,overdue
1099,34,Kotak,machinery loan,3312379.86,139073.95,2026-10-28,17.05,2704728.45,2,active
1100,34,SBI,invoice financing,2094874.19,70882.4,2025-04-21,7.27,1700120.41,0,active
1101,1,HDFC Bank,vehicle loan,924345.9,34372.83,2026-01-20,11.29,310578.0,2,active
1102,37,Axis Bank,machinery loan,7251401.79,266811.3,2026-08-10,10.82,6413372.76,0,active
1103,37,ICICI Bank,invoice financing,9360667.63,351129.04,2025-08-27,11.68,7234172.65,8,overdue
1104,50,Axis Bank,vehicle loan,3755467.74,155455.5,2025-05-01,16.34,1884871.35,5,overdue
1105,18,Axis Bank,business expansion loan,5595349.11,195479.74,2026-05-05,8.59,2304140.92,2,active
1106,41,HDFC Bank,overdraft,863220.86,35804.48,2026-01-22,16.44,408000.05,0,active
1107,5,SBI,working capital loan,2316058.16,93208.47,2026-10-11,14.96,1357155.73,8,overdue
1108,4,SBI,machinery loan,1832258.35,73096.93,2026-08-12,14.54,1408202.51,5,overdue
1109,10,Axis Bank,overdraft,6760618.33,242837.65,2025-08-24,9.77,1964374.95,0,active
1110,33,NBFC,vehicle loan,1948921.63,81161.76,2026-03-30,16.64,1604020.69,1,active
1111,18,Kotak,vehicle loan,6727319.58,281837.32,2026-09-04,16.94,3987091.39,1,active
1112,23,Kotak,vehicle loan,7633767.38,338833.25,2025-07-11,19.93,2497676.77,2,active
1113,5,HDFC Bank,vehicle loan,6036487.19,216776.96,2025-06-21,9.76,2592065.16,0,active
1114,6,NBFC,machinery loan,4950984.81,202674.06,2026-04-26,15.79,2869327.09,0,active
1115,46,SBI,working capital loan,7022662.3,305563.84,2026-06-10,18.88,1252214.85,1,active
1116,32,Axis Bank,working capital loan,2788117.98,122661.7,2025-06-10,19.46,476411.19,0,active
1117,7,Axis Bank,invoice financing,9494636.7,319600.02,2025-06-20,7.06,5089436.8,2,active
1118,19,NBFC,business expansion loan,3422339.86,130771.41,2025-05-04,12.52,677807.13,1,active
1119,3,Axis Bank,business expansion loan,4001828.96,154915.25,2026-07-23,13.12,3274048.51,0,active
1120,26,Axis Bank,overdraft,6826918.5,233101.34,2026-08-29,7.64,1956128.0,0,active
1121,1,SBI,invoice financing,7852611.42,319819.41,2025-08-01,15.54,1027327.08,8,overdue
1122,47,Kotak,business expansion loan,9259057.18,403797.77,2025-12-03,19.0,1866781.57,0,active
1123,22,ICICI Bank,machinery loan,7369209.49,303386.26,2026-12-29,16.07,5937503.09,0,active
1124,37,Kotak,overdraft,1739915.11,62105.3,2026-11-12,9.5,1080722.51,0,active
1125,39,SBI,business expansion loan,8079712.56,276887.26,2026-10-15,7.79,1414505.01,0,active
1126,44,Kotak,overdraft,2315723.33,82388.29,2025-11-29,9.36,393994.88,0,active
1127,49,Kotak,invoice financing,8483537.66,330386.66,2026-12-29,13.4,4033936.4,0,active
1128,45,Kotak,vehicle loan,4336312.75,169887.1,2026-07-21,13.68,772840.86,0,active
1129,13,ICICI Bank,business expansion loan,4470704.81,153432.11,2025-07-26,7.85,610854.97,0,active
1130,15,Axis Bank,business expansion loan,797892.18,30554.84,2025-06-20,12.62,500977.11,0,active
1131,3,NBFC,business expansion loan,5032856.1,175241.25,2027-01-25,8.45,4105673.66,0,active
1132,30,Kotak,overdraft,1473883.22,58124.22,2025-09-10,13.99,646247.99,0,active
1133,42,Kotak,machinery loan,8913368.95,345343.53,2025-11-19,13.16,5588010.86,1,active
1134,2,ICICI Bank,machinery loan,7580748.69,291058.63,2025-11-02,12.74,4508943.71,0,active
1135,23,Axis Bank,working capital loan,3810445.62,160208.07,2025-06-14,17.12,1459757.89,5,overdue
1136,22,Kotak,working capital loan,2643827.73,103953.84,2026-11-12,13.85,728575.83,2,active
1137,44,SBI,vehicle loan,4800942.67,208494.27,2027-02-11,18.78,3122790.09,2,active
1138,38,NBFC,invoice financing,5346796.04,226719.0,2026-11-12,17.55,3059686.64,0,active
1139,45,Kotak,vehicle loan,7449904.46,303914.71,2026-11-27,15.62,2433390.28,0,active
1140,36,Axis Bank,vehicle loan,3330225.93,145762.14,2026-12-09,19.19,2308154.02,0,active
1141,20,SBI,overdraft,9276550.86,327256.1,2026-03-17,9.0,5440225.5,0,active
1142,50,Kotak,business expansion loan,2042332.07,69785.35,2025-11-23,7.67,1142055.64,0,active
1143,47,SBI,business expansion loan,2078330.23,86620.19,2025-09-26,16.68,299494.69,0,active
1144,25,Axis Bank,business expansion loan,9319227.94,344992.64,2026-07-11,11.09,5150759.4,0,active
1145,12,NBFC,working capital loan,7714663.75,295685.92,2025-08-01,12.66,2341560.59,8,overdue
1146,14,ICICI Bank,invoice financing,776838.67,33322.06,2025-10-18,18.14,528959.01,2,active
1147,12,NBFC,machinery loan,3240873.15,136503.78,2026-11-17,17.21,714492.45,0,active
1148,12,ICICI Bank,machinery loan,8427619.16,360514.82,2025-09-10,18.0,5239952.17,5,overdue
1149,22,SBI,overdraft,6521131.8,274014.34,2025-10-01,17.09,2955523.27,0,active
1150,49,ICICI Bank,invoice financing,3788057.23,130698.5,2025-06-13,8.07,3038391.22,2,active
